DATE,VALUE,CODE
2011-01-01,5504764,FL
2011-04-01,5570400,FL
2011-07-01,5799584,FL
2011-10-01,5740600,FL
2012-01-01,5685288,FL
2012-04-01,5597340,FL
2012-07-01,5557252,FL
2012-10-01,5664428,FL
2013-01-01,5678588,FL
2013-04-01,5722556,FL
2013-07-01,5725100,FL
2013-10-01,5793328,FL
2014-01-01,5974876,FL
2014-04-01,6065920,FL
2014-07-01,6075684,FL
2014-10-01,6131560,FL
2015-01-01,6064684,FL
2015-04-01,6155704,FL
2015-07-01,6162308,FL
2015-10-01,6328340,FL
2016-01-01,6268092,FL
2016-04-01,6536348,FL
2016-07-01,6580724,FL
2016-10-01,6611468,FL
2017-01-01,6663744,FL
2017-04-01,6616404,FL
2017-07-01,6733520,FL
2017-10-01,6808612,FL
2018-01-01,6876648,FL
2018-04-01,6911028,FL
2018-07-01,7036600,FL
2018-10-01,7156452,FL
2019-01-01,7266376,FL
2019-04-01,7327084,FL
2019-07-01,7411180,FL
2019-10-01,7561736,FL
2020-01-01,7541768,FL
2020-04-01,7302008,FL
2020-07-01,7337488,FL
2020-10-01,7782828,FL
2021-01-01,7619164,FL
2021-04-01,8034852,FL
2021-07-01,8276036,FL
2021-10-01,8522964,FL
2022-01-01,8305200,FL
2022-04-01,8658212,FL
2022-07-01,9022528,FL
2022-10-01,9119552,FL
2023-01-01,9346676,FL
2023-04-01,9301160,FL
2023-07-01,9361520,FL
2023-10-01,9631180,FL
2024-01-01,9776833,FL
2024-04-01,10070933,FL
2024-07-01,10261541,FL
2024-10-01,10539784,FL
1998-01-01,1283472,GA
1998-04-01,1304288,GA
1998-07-01,1354176,GA
1998-10-01,1381180,GA
1999-01-01,1468920,GA
1999-04-01,1503100,GA
1999-07-01,1494720,GA
1999-10-01,1539064,GA
2000-01-01,1533636,GA
2000-04-01,1598492,GA
2000-07-01,1688328,GA
2000-10-01,1743632,GA
2001-01-01,1719772,GA
2001-04-01,1757680,GA
2001-07-01,1792672,GA
2001-10-01,1850400,GA
2002-01-01,1886736,GA
2002-04-01,1916148,GA
2002-07-01,1971988,GA
2002-10-01,1995216,GA
2003-01-01,1983736,GA
2003-04-01,2037736,GA
2003-07-01,2037352,GA
2003-10-01,2066076,GA
2004-01-01,2075180,GA
2004-04-01,2126548,GA
2004-07-01,2152448,GA
2004-10-01,2126264,GA
2005-01-01,2238932,GA
2005-04-01,2224868,GA
2005-07-01,2281636,GA
2005-10-01,2248128,GA
2006-01-01,2491836,GA
2006-04-01,2537772,GA
2006-07-01,2610580,GA
2006-10-01,2660604,GA
2007-01-01,2698880,GA
2007-04-01,2721920,GA
2007-07-01,2796460,GA
2007-10-01,2866176,GA
2008-01-01,2869268,GA
2008-04-01,2925608,GA
2008-07-01,2972432,GA
2008-10-01,3048032,GA
2009-01-01,3068380,GA
2009-04-01,3076384,GA
2009-07-01,3069688,GA
2009-10-01,3048664,GA
2010-01-01,3147216,GA
2010-04-01,3147132,GA
2010-07-01,3233068,GA
2010-10-01,3229832,GA
2011-01-01,3302996,GA
2011-04-01,3293884,GA
2011-07-01,3355192,GA
2011-10-01,3350168,GA
2012-01-01,3412360,GA
2012-04-01,3455872,GA
2012-07-01,3424988,GA
2012-10-01,3502256,GA
2013-01-01,3504980,GA
2013-04-01,3566140,GA
2013-07-01,3537492,GA
2013-10-01,3626712,GA
2014-01-01,3645356,GA
2014-04-01,3693416,GA
2014-07-01,3697856,GA
2014-10-01,3755460,GA
2015-01-01,3690852,GA
2015-04-01,3733404,GA
2015-07-01,3721360,GA
2015-10-01,3744108,GA
2016-01-01,3894100,GA
2016-04-01,3969324,GA
2016-07-01,3944164,GA
2016-10-01,4046860,GA
2017-01-01,4097504,GA
2017-04-01,4088120,GA
2017-07-01,4198396,GA
2017-10-01,4237424,GA
2018-01-01,4321096,GA
2018-04-01,4353472,GA
2018-07-01,4433572,GA
2018-10-01,4430544,GA
2019-01-01,4580532,GA
2019-04-01,4565400,GA
2019-07-01,4676292,GA
2019-10-01,4720480,GA
2020-01-01,4860704,GA
2020-04-01,4621252,GA
2020-07-01,4669824,GA
2020-10-01,4717424,GA
2021-01-01,5023444,GA
2021-04-01,5143992,GA
2021-07-01,5261808,GA
2021-10-01,5378792,GA
2022-01-01,5432228,GA
2022-04-01,5555292,GA
2022-07-01,5639228,GA
2022-10-01,5843304,GA
2023-01-01,5813524,GA
2023-04-01,5841588,GA
2023-07-01,5952720,GA
2023-10-01,6233184,GA
2024-01-01,6312369,GA
2024-04-01,6500790,GA
2024-07-01,6554510,GA
2024-10-01,6657736,GA
1998-01-01,268748,HI
1998-04-01,268996,HI
1998-07-01,274168,HI
1998-10-01,273808,HI
1999-01-01,275856,HI
1999-04-01,279080,HI
1999-07-01,270900,HI
1999-10-01,284764,HI
2000-01-01,290964,HI
2000-04-01,299700,HI
2000-07-01,309736,HI
2000-10-01,313008,HI
2001-01-01,305032,HI
2001-04-01,313224,HI
2001-07-01,331368,HI
2001-10-01,324476,HI
2002-01-01,321656,HI
2002-04-01,329756,HI
2002-07-01,338604,HI
2002-10-01,344680,HI
2003-01-01,355540,HI
2003-04-01,361212,HI
2003-07-01,369252,HI
2003-10-01,381436,HI
2004-01-01,379216,HI
2004-04-01,386024,HI
2004-07-01,393068,HI
2004-10-01,394440,HI
2005-01-01,403940,HI
2005-04-01,406900,HI
2005-07-01,407872,HI
2005-10-01,412524,HI
2006-01-01,422680,HI
2006-04-01,430624,HI
2006-07-01,435048,HI
2006-10-01,441088,HI
2007-01-01,443424,HI
2007-04-01,450836,HI
2007-07-01,457256,HI
2007-10-01,469672,HI
2008-01-01,476540,HI
2008-04-01,486208,HI
2008-07-01,500988,HI
2008-10-01,504708,HI
2009-01-01,511836,HI
2009-04-01,507772,HI
2009-07-01,510244,HI
2009-10-01,508280,HI
2010-01-01,515660,HI
2010-04-01,523316,HI
2010-07-01,523600,HI
2010-10-01,525272,HI
2011-01-01,525832,HI
2011-04-01,517448,HI
2011-07-01,543300,HI
2011-10-01,545468,HI
2012-01-01,547984,HI
2012-04-01,550944,HI
2012-07-01,553040,HI
2012-10-01,564440,HI
2013-01-01,561980,HI
2013-04-01,562556,HI
2013-07-01,556688,HI
2013-10-01,548780,HI
2014-01-01,555612,HI
2014-04-01,551752,HI
2014-07-01,544572,HI
2014-10-01,548260,HI
2015-01-01,532232,HI
2015-04-01,535876,HI
2015-07-01,527136,HI
2015-10-01,545820,HI
2016-01-01,549216,HI
2016-04-01,568632,HI
2016-07-01,560516,HI
2016-10-01,546268,HI
2017-01-01,586248,HI
2017-04-01,570880,HI
2017-07-01,589496,HI
2017-10-01,587120,HI
2018-01-01,598440,HI
2018-04-01,600480,HI
2018-07-01,604508,HI
2018-10-01,601716,HI
2019-01-01,616696,HI
2019-04-01,619744,HI
2019-07-01,625428,HI
2019-10-01,616528,HI
2020-01-01,643956,HI
2020-04-01,603640,HI
2020-07-01,601836,HI
2020-10-01,616716,HI
2021-01-01,636224,HI
2021-04-01,653496,HI
2021-07-01,677108,HI
2021-10-01,678108,HI
2022-01-01,677656,HI
2022-04-01,678108,HI
2022-07-01,711776,HI
2022-10-01,748692,HI
2023-01-01,718304,HI
2023-04-01,745176,HI
2023-07-01,729104,HI
2023-10-01,758952,HI
2024-01-01,770838,HI
2024-04-01,800502,HI
2024-07-01,781178,HI
2024-10-01,796582,HI
1998-01-01,92724,ID
1998-04-01,93620,ID
1998-07-01,95212,ID
1998-10-01,97064,ID
1999-01-01,99652,ID
1999-04-01,100876,ID
1999-07-01,102500,ID
1999-10-01,108116,ID
2000-01-01,110876,ID
2000-04-01,113948,ID
2000-07-01,118580,ID
2000-10-01,119424,ID
2001-01-01,126548,ID
2001-04-01,140744,ID
2001-07-01,145300,ID
2001-10-01,144620,ID
2002-01-01,154156,ID
2002-04-01,158228,ID
2002-07-01,164760,ID
2002-10-01,173640,ID
2003-01-01,176180,ID
2003-04-01,180352,ID
2003-07-01,185700,ID
2003-10-01,188584,ID
2004-01-01,191688,ID
2004-04-01,196348,ID
2004-07-01,196460,ID
2004-10-01,191264,ID
2005-01-01,198644,ID
2005-04-01,199256,ID
2005-07-01,200412,ID
2005-10-01,219480,ID
2006-01-01,205232,ID
2006-04-01,210784,ID
2006-07-01,219096,ID
2006-10-01,222452,ID
2007-01-01,234300,ID
2007-04-01,232940,ID
2007-07-01,226948,ID
2007-10-01,233180,ID
2008-01-01,237528,ID
2008-04-01,240052,ID
2008-07-01,245364,ID
2008-10-01,248916,ID
2009-01-01,251096,ID
2009-04-01,255216,ID
2009-07-01,257584,ID
2009-10-01,257684,ID
2010-01-01,267240,ID
2010-04-01,272040,ID
2010-07-01,273880,ID
2010-10-01,270208,ID
2011-01-01,285060,ID
2011-04-01,284432,ID
2011-07-01,287708,ID
2011-10-01,289132,ID
2012-01-01,289352,ID
2012-04-01,295932,ID
2012-07-01,294456,ID
2012-10-01,308036,ID
2013-01-01,297160,ID
2013-04-01,303444,ID
2013-07-01,307728,ID
2013-10-01,310504,ID
2014-01-01,312532,ID
2014-04-01,309904,ID
2014-07-01,312688,ID
2014-10-01,316960,ID
2015-01-01,327808,ID
2015-04-01,333340,ID
2015-07-01,340040,ID
2015-10-01,336652,ID
2016-01-01,334024,ID
2016-04-01,332476,ID
2016-07-01,329676,ID
2016-10-01,340392,ID
2017-01-01,345152,ID
2017-04-01,352164,ID
2017-07-01,351320,ID
2017-10-01,362040,ID
2018-01-01,371904,ID
2018-04-01,381692,ID
2018-07-01,386764,ID
2018-10-01,400652,ID
2019-01-01,419636,ID
2019-04-01,429476,ID
2019-07-01,440624,ID
2019-10-01,458600,ID
2020-01-01,469524,ID
2020-04-01,462528,ID
2020-07-01,484284,ID
2020-10-01,515612,ID
2021-01-01,531716,ID
2021-04-01,530288,ID
2021-07-01,555476,ID
2021-10-01,561804,ID
2022-01-01,584364,ID
2022-04-01,597676,ID
2022-07-01,598960,ID
2022-10-01,622660,ID
2023-01-01,626800,ID
2023-04-01,627264,ID
2023-07-01,636840,ID
2023-10-01,657480,ID
2024-01-01,688260,ID
2024-04-01,703682,ID
2024-07-01,722794,ID
2024-10-01,752342,ID
1998-01-01,2732256,IL
1998-04-01,2775440,IL
1998-07-01,2879900,IL
1998-10-01,2914084,IL
1999-01-01,2931388,IL
1999-04-01,2980920,IL
1999-07-01,3005040,IL
1999-10-01,3094196,IL
2000-01-01,3141316,IL
2000-04-01,3277360,IL
2000-07-01,3243160,IL
2000-10-01,3393320,IL
2001-01-01,3474520,IL
2001-04-01,3498908,IL
2001-07-01,3602912,IL
2001-10-01,3699220,IL
2002-01-01,3711592,IL
2002-04-01,3808792,IL
2002-07-01,3834448,IL
2002-10-01,3904728,IL
2003-01-01,3943508,IL
2003-04-01,4032200,IL
2003-07-01,4266720,IL
2003-10-01,4186936,IL
2004-01-01,4242616,IL
2004-04-01,4476796,IL
2004-07-01,4314756,IL
2004-10-01,4369720,IL
2005-01-01,4428468,IL
2005-04-01,4528156,IL
2005-07-01,4568856,IL
2005-10-01,4642972,IL
2006-01-01,4832616,IL
2006-04-01,4956336,IL
2006-07-01,5058092,IL
2006-10-01,5261912,IL
2007-01-01,5289628,IL
2007-04-01,5340032,IL
2007-07-01,5424400,IL
2007-10-01,5508324,IL
2008-01-01,5646540,IL
2008-04-01,5749896,IL
2008-07-01,5968924,IL
2008-10-01,6016344,IL
2009-01-01,6148288,IL
2009-04-01,6135248,IL
2009-07-01,6206536,IL
2009-10-01,6333456,IL
2010-01-01,6378456,IL
2010-04-01,6429248,IL
2010-07-01,6574848,IL
2010-10-01,6625440,IL
2011-01-01,6802084,IL
2011-04-01,6787580,IL
2011-07-01,7015168,IL
2011-10-01,6974196,IL
2012-01-01,7046100,IL
2012-04-01,7109064,IL
2012-07-01,7116172,IL
2012-10-01,7324716,IL
2013-01-01,7318120,IL
2013-04-01,7433128,IL
2013-07-01,7375508,IL
2013-10-01,7424096,IL
2014-01-01,7483284,IL
2014-04-01,7632828,IL
2014-07-01,7486996,IL
2014-10-01,7678640,IL
2015-01-01,7608868,IL
2015-04-01,7698308,IL
2015-07-01,7703032,IL
2015-10-01,7745704,IL
2016-01-01,7840520,IL
2016-04-01,7982852,IL
2016-07-01,7967028,IL
2016-10-01,8042660,IL
2017-01-01,8200976,IL
2017-04-01,8071740,IL
2017-07-01,8120372,IL
2017-10-01,8160748,IL
2018-01-01,8342960,IL
2018-04-01,8301984,IL
2018-07-01,8322932,IL
2018-10-01,8425512,IL
2019-01-01,8475280,IL
2019-04-01,8535040,IL
2019-07-01,8714600,IL
2019-10-01,8753640,IL
2020-01-01,8883992,IL
2020-04-01,8602652,IL
2020-07-01,8582312,IL
2020-10-01,8782236,IL
2021-01-01,8801780,IL
2021-04-01,8860112,IL
2021-07-01,9051940,IL
2021-10-01,9204664,IL
2022-01-01,9217844,IL
2022-04-01,9549772,IL
2022-07-01,9767296,IL
2022-10-01,9859240,IL
2023-01-01,9960472,IL
2023-04-01,9976920,IL
2023-07-01,10030340,IL
2023-10-01,10499260,IL
2024-01-01,10489049,IL
2024-04-01,10546155,IL
2024-07-01,10779041,IL
2024-10-01,10792870,IL
1998-01-01,830504,IN
1998-04-01,833280,IN
1998-07-01,863128,IN
1998-10-01,866508,IN
1999-01-01,877588,IN
1999-04-01,884896,IN
1999-07-01,906020,IN
1999-10-01,933492,IN
2000-01-01,975808,IN
2000-04-01,1026140,IN
2000-07-01,956308,IN
2000-10-01,988604,IN
2001-01-01,1036000,IN
2001-04-01,1077308,IN
2001-07-01,1109196,IN
2001-10-01,1127300,IN
2002-01-01,1162300,IN
2002-04-01,1173564,IN
2002-07-01,1188104,IN
2002-10-01,1218972,IN
2003-01-01,1195408,IN
2003-04-01,1216504,IN
2003-07-01,1208688,IN
2003-10-01,1259580,IN
2004-01-01,1264876,IN
2004-04-01,1278624,IN
2004-07-01,1298184,IN
2004-10-01,1331108,IN
2005-01-01,1343824,IN
2005-04-01,1380760,IN
2005-07-01,1422544,IN
2005-10-01,1435368,IN
2006-01-01,1506840,IN
2006-04-01,1526128,IN
2006-07-01,1539128,IN
2006-10-01,1538696,IN
2007-01-01,1568720,IN
2007-04-01,1592236,IN
2007-07-01,1625436,IN
2007-10-01,1650936,IN
2008-01-01,1663632,IN
2008-04-01,1697472,IN
2008-07-01,1752192,IN
2008-10-01,1777720,IN
2009-01-01,1794388,IN
2009-04-01,1798524,IN
2009-07-01,1810896,IN
2009-10-01,1850592,IN
2010-01-01,1825992,IN
2010-04-01,1866532,IN
2010-07-01,1859624,IN
2010-10-01,1905700,IN
2011-01-01,1913888,IN
2011-04-01,1949060,IN
2011-07-01,2013260,IN
2011-10-01,1966196,IN
2012-01-01,2026280,IN
2012-04-01,2032544,IN
2012-07-01,2002532,IN
2012-10-01,2056172,IN
2013-01-01,2063468,IN
2013-04-01,2077984,IN
2013-07-01,2085252,IN
2013-10-01,2094028,IN
2014-01-01,2104268,IN
2014-04-01,2118724,IN
2014-07-01,2146080,IN
2014-10-01,2149488,IN
2015-01-01,2161860,IN
2015-04-01,2167388,IN
2015-07-01,2193232,IN
2015-10-01,2208620,IN
2016-01-01,2221100,IN
2016-04-01,2260040,IN
2016-07-01,2257856,IN
2016-10-01,2274552,IN
2017-01-01,2295512,IN
2017-04-01,2286668,IN
2017-07-01,2308448,IN
2017-10-01,2356060,IN
2018-01-01,2356868,IN
2018-04-01,2396736,IN
2018-07-01,2391048,IN
2018-10-01,2402660,IN
2019-01-01,2423592,IN
2019-04-01,2451668,IN
2019-07-01,2499884,IN
2019-10-01,2490920,IN
2020-01-01,2467280,IN
2020-04-01,2390996,IN
2020-07-01,2373312,IN
2020-10-01,2474216,IN
2021-01-01,2491220,IN
2021-04-01,2526956,IN
2021-07-01,2594948,IN
2021-10-01,2713588,IN
2022-01-01,2640492,IN
2022-04-01,2801564,IN
2022-07-01,2907768,IN
2022-10-01,2929100,IN
2023-01-01,2959156,IN
2023-04-01,2970476,IN
2023-07-01,3023464,IN
2023-10-01,3103280,IN
2024-01-01,3209826,IN
2024-04-01,3185118,IN
2024-07-01,3298154,IN
2024-10-01,3375689,IN
1998-01-01,458360,IA
1998-04-01,457416,IA
1998-07-01,457504,IA
1998-10-01,476668,IA
1999-01-01,480992,IA
1999-04-01,486280,IA
1999-07-01,490888,IA
1999-10-01,502000,IA
2000-01-01,531612,IA
2000-04-01,513304,IA
2000-07-01,530168,IA
2000-10-01,539552,IA
2001-01-01,588604,IA
2001-04-01,594900,IA
2001-07-01,611452,IA
2001-10-01,619516,IA
2002-01-01,629572,IA
2002-04-01,639092,IA
2002-07-01,645444,IA
2002-10-01,655296,IA
2003-01-01,648796,IA
2003-04-01,659240,IA
2003-07-01,665448,IA
2003-10-01,673316,IA
2004-01-01,685904,IA
2004-04-01,701096,IA
2004-07-01,703844,IA
2004-10-01,702660,IA
2005-01-01,710460,IA
2005-04-01,719096,IA
2005-07-01,725592,IA
2005-10-01,725992,IA
2006-01-01,761632,IA
2006-04-01,756036,IA
2006-07-01,757500,IA
2006-10-01,770992,IA
2007-01-01,779380,IA
2007-04-01,785452,IA
2007-07-01,809700,IA
2007-10-01,834760,IA
2008-01-01,841820,IA
2008-04-01,851960,IA
2008-07-01,886452,IA
2008-10-01,873888,IA
2009-01-01,890748,IA
2009-04-01,887944,IA
2009-07-01,891568,IA
2009-10-01,894616,IA
2010-01-01,914028,IA
2010-04-01,913424,IA
2010-07-01,930480,IA
2010-10-01,926588,IA
2011-01-01,943256,IA
2011-04-01,927656,IA
2011-07-01,953640,IA
2011-10-01,950804,IA
2012-01-01,954820,IA
2012-04-01,970980,IA
2012-07-01,963760,IA
2012-10-01,977636,IA
2013-01-01,973776,IA
2013-04-01,982756,IA
2013-07-01,976956,IA
2013-10-01,997796,IA
2014-01-01,996436,IA
2014-04-01,998116,IA
2014-07-01,996332,IA
2014-10-01,1005416,IA
2015-01-01,995668,IA
2015-04-01,985472,IA
2015-07-01,986564,IA
2015-10-01,995388,IA
2016-01-01,1091144,IA
2016-04-01,1092528,IA
2016-07-01,1112552,IA
2016-10-01,1096840,IA
2017-01-01,1111912,IA
2017-04-01,1094064,IA
2017-07-01,1086500,IA
2017-10-01,1099856,IA
2018-01-01,1116052,IA
2018-04-01,1110104,IA
2018-07-01,1105144,IA
2018-10-01,1108612,IA
2019-01-01,1106300,IA
2019-04-01,1111972,IA
2019-07-01,1121212,IA
2019-10-01,1133788,IA
2020-01-01,1130316,IA
2020-04-01,1083080,IA
2020-07-01,1109340,IA
2020-10-01,1112608,IA
2021-01-01,1129396,IA
2021-04-01,1122560,IA
2021-07-01,1135080,IA
2021-10-01,1155848,IA
2022-01-01,1164988,IA
2022-04-01,1178228,IA
2022-07-01,1217880,IA
2022-10-01,1202728,IA
2023-01-01,1241768,IA
2023-04-01,1230568,IA
2023-07-01,1217620,IA
2023-10-01,1255736,IA
2024-01-01,1271885,IA
2024-04-01,1243400,IA
2024-07-01,1292715,IA
2024-10-01,1306108,IA
1998-01-01,263772,KS
1998-04-01,263704,KS
1998-07-01,276292,KS
1998-10-01,285672,KS
1999-01-01,283592,KS
1999-04-01,293716,KS
1999-07-01,291288,KS
1999-10-01,298188,KS
2000-01-01,302376,KS
2000-04-01,312784,KS
2000-07-01,318584,KS
2000-10-01,321372,KS
2001-01-01,360888,KS
2001-04-01,358172,KS
2001-07-01,359272,KS
2001-10-01,347440,KS
2002-01-01,360592,KS
2002-04-01,370924,KS
2002-07-01,388316,KS
2002-10-01,386332,KS
2003-01-01,385244,KS
2003-04-01,393608,KS
2003-07-01,396240,KS
2003-10-01,394184,KS
2004-01-01,380392,KS
2004-04-01,373236,KS
2004-07-01,371664,KS
2004-10-01,377696,KS
2005-01-01,384948,KS
2005-04-01,385168,KS
2005-07-01,383560,KS
2005-10-01,395868,KS
2006-01-01,399368,KS
2006-04-01,406184,KS
2006-07-01,414884,KS
2006-10-01,424584,KS
2007-01-01,434868,KS
2007-04-01,449964,KS
2007-07-01,458928,KS
2007-10-01,478628,KS
2008-01-01,493768,KS
2008-04-01,506888,KS
2008-07-01,509216,KS
2008-10-01,520624,KS
2009-01-01,516720,KS
2009-04-01,510560,KS
2009-07-01,538352,KS
2009-10-01,508508,KS
2010-01-01,519740,KS
2010-04-01,524504,KS
2010-07-01,539600,KS
2010-10-01,538092,KS
2011-01-01,543088,KS
2011-04-01,551504,KS
2011-07-01,565168,KS
2011-10-01,566900,KS
2012-01-01,580456,KS
2012-04-01,579004,KS
2012-07-01,582140,KS
2012-10-01,589440,KS
2013-01-01,592344,KS
2013-04-01,596912,KS
2013-07-01,601464,KS
2013-10-01,603144,KS
2014-01-01,600756,KS
2014-04-01,627612,KS
2014-07-01,623532,KS
2014-10-01,634448,KS
2015-01-01,634876,KS
2015-04-01,614856,KS
2015-07-01,618300,KS
2015-10-01,663428,KS
2016-01-01,620284,KS
2016-04-01,620744,KS
2016-07-01,618952,KS
2016-10-01,613264,KS
2017-01-01,649148,KS
2017-04-01,625604,KS
2017-07-01,645924,KS
2017-10-01,643912,KS
2018-01-01,656920,KS
2018-04-01,669416,KS
2018-07-01,660036,KS
2018-10-01,660244,KS
2019-01-01,665452,KS
2019-04-01,691004,KS
2019-07-01,685100,KS
2019-10-01,683316,KS
2020-01-01,692112,KS
2020-04-01,667676,KS
2020-07-01,662520,KS
2020-10-01,682676,KS
2021-01-01,695732,KS
2021-04-01,747016,KS
2021-07-01,692680,KS
2021-10-01,710980,KS
2022-01-01,676992,KS
2022-04-01,681256,KS
2022-07-01,740988,KS
2022-10-01,731832,KS
2023-01-01,716220,KS
2023-04-01,719944,KS
2023-07-01,735016,KS
2023-10-01,752304,KS
2024-01-01,808472,KS
2024-04-01,864041,KS
2024-07-01,835876,KS
2024-10-01,856890,KS
1998-01-01,323708,KY
1998-04-01,353508,KY
1998-07-01,360100,KY
1998-10-01,366488,KY
1999-01-01,371972,KY
1999-04-01,378140,KY
1999-07-01,382976,KY
1999-10-01,392020,KY
2000-01-01,413716,KY
2000-04-01,415912,KY
2000-07-01,429292,KY
2000-10-01,439556,KY
2001-01-01,447652,KY
2001-04-01,470840,KY
2001-07-01,481348,KY
2001-10-01,487220,KY
2002-01-01,491436,KY
2002-04-01,489440,KY
2002-07-01,500492,KY
2002-10-01,513560,KY
2003-01-01,518044,KY
2003-04-01,511944,KY
2003-07-01,518056,KY
2003-10-01,518148,KY
2004-01-01,532420,KY
2004-04-01,556584,KY
2004-07-01,560728,KY
2004-10-01,579320,KY
2005-01-01,580388,KY
2005-04-01,600148,KY
2005-07-01,604172,KY
2005-10-01,591292,KY
2006-01-01,595532,KY
2006-04-01,588628,KY
2006-07-01,604292,KY
2006-10-01,602664,KY
2007-01-01,611188,KY
2007-04-01,621036,KY
2007-07-01,624844,KY
2007-10-01,646892,KY
2008-01-01,630272,KY
2008-04-01,645268,KY
2008-07-01,657100,KY
2008-10-01,668920,KY
2009-01-01,685552,KY
2009-04-01,687056,KY
2009-07-01,701328,KY
2009-10-01,716844,KY
2010-01-01,716144,KY
2010-04-01,739772,KY
2010-07-01,748784,KY
2010-10-01,756016,KY
2011-01-01,761256,KY
2011-04-01,758312,KY
2011-07-01,776784,KY
2011-10-01,775428,KY
2012-01-01,782980,KY
2012-04-01,787624,KY
2012-07-01,793956,KY
2012-10-01,803720,KY
2013-01-01,804128,KY
2013-04-01,800700,KY
2013-07-01,801032,KY
2013-10-01,813200,KY
2014-01-01,805448,KY
2014-04-01,806568,KY
2014-07-01,803416,KY
2014-10-01,812044,KY
2015-01-01,806652,KY
2015-04-01,811668,KY
2015-07-01,810560,KY
2015-10-01,837024,KY
2016-01-01,834496,KY
2016-04-01,832868,KY
2016-07-01,815272,KY
2016-10-01,816564,KY
2017-01-01,832284,KY
2017-04-01,859432,KY
2017-07-01,871644,KY
2017-10-01,848076,KY
2018-01-01,876824,KY
2018-04-01,877668,KY
2018-07-01,897440,KY
2018-10-01,909424,KY
2019-01-01,921968,KY
2019-04-01,917608,KY
2019-07-01,926668,KY
2019-10-01,938832,KY
2020-01-01,936476,KY
2020-04-01,896284,KY
2020-07-01,906616,KY
2020-10-01,913412,KY
2021-01-01,953432,KY
2021-04-01,940332,KY
2021-07-01,948260,KY
2021-10-01,961820,KY
2022-01-01,960328,KY
2022-04-01,965536,KY
2022-07-01,1008000,KY
2022-10-01,1017884,KY
2023-01-01,1022804,KY
2023-04-01,1036412,KY
2023-07-01,1038964,KY
2023-10-01,1073392,KY
2024-01-01,1102617,KY
2024-04-01,1114225,KY
2024-07-01,1121590,KY
2024-10-01,1146345,KY
1998-01-01,632016,LA
1998-04-01,653152,LA
1998-07-01,662536,LA
1998-10-01,671060,LA
1999-01-01,688008,LA
1999-04-01,710416,LA
1999-07-01,705760,LA
1999-10-01,705532,LA
2000-01-01,727008,LA
2000-04-01,723844,LA
2000-07-01,761664,LA
2000-10-01,748072,LA
2001-01-01,774036,LA
2001-04-01,778048,LA
2001-07-01,792740,LA
2001-10-01,852112,LA
2002-01-01,882584,LA
2002-04-01,866304,LA
2002-07-01,894324,LA
2002-10-01,898788,LA
2003-01-01,872504,LA
2003-04-01,863932,LA
2003-07-01,898716,LA
2003-10-01,887428,LA
2004-01-01,881604,LA
2004-04-01,949352,LA
2004-07-01,941792,LA
2004-10-01,931492,LA
2005-01-01,920860,LA
2005-04-01,930704,LA
2005-07-01,918460,LA
2005-10-01,831072,LA
2006-01-01,879996,LA
2006-04-01,878440,LA
2006-07-01,893652,LA
2006-10-01,956236,LA
2007-01-01,969392,LA
2007-04-01,981724,LA
2007-07-01,1011336,LA
2007-10-01,1041060,LA
2008-01-01,1066604,LA
2008-04-01,1085948,LA
2008-07-01,1137532,LA
2008-10-01,1174100,LA
2009-01-01,1162688,LA
2009-04-01,1199120,LA
2009-07-01,1191800,LA
2009-10-01,1218720,LA
2010-01-01,1238176,LA
2010-04-01,1276808,LA
2010-07-01,1297808,LA
2010-10-01,1340732,LA
2011-01-01,1304796,LA
2011-04-01,1350376,LA
2011-07-01,1357024,LA
2011-10-01,1370404,LA
2012-01-01,1409596,LA
2012-04-01,1383116,LA
2012-07-01,1385784,LA
2012-10-01,1413716,LA
2013-01-01,1458440,LA
2013-04-01,1469080,LA
2013-07-01,1509416,LA
2013-10-01,1495540,LA
2014-01-01,1503816,LA
2014-04-01,1487956,LA
2014-07-01,1517524,LA
2014-10-01,1507012,LA
2015-01-01,1491304,LA
2015-04-01,1496276,LA
2015-07-01,1516028,LA
2015-10-01,1514092,LA
2016-01-01,1572964,LA
2016-04-01,1595272,LA
2016-07-01,1604864,LA
2016-10-01,1657004,LA
2017-01-01,1665916,LA
2017-04-01,1706112,LA
2017-07-01,1677612,LA
2017-10-01,1698624,LA
2018-01-01,1759064,LA
2018-04-01,1754740,LA
2018-07-01,1762908,LA
2018-10-01,1811144,LA
2019-01-01,1844536,LA
2019-04-01,1857272,LA
2019-07-01,1900248,LA
2019-10-01,1991024,LA
2020-01-01,1942020,LA
2020-04-01,1913348,LA
2020-07-01,1917412,LA
2020-10-01,1939832,LA
2021-01-01,2047368,LA
2021-04-01,2070448,LA
2021-07-01,2087132,LA
2021-10-01,2088876,LA
2022-01-01,2101464,LA
2022-04-01,2133900,LA
2022-07-01,2144880,LA
2022-10-01,2153792,LA
2023-01-01,2186440,LA
2023-04-01,2155720,LA
2023-07-01,2199008,LA
2023-10-01,2265764,LA
2024-01-01,2285440,LA
2024-04-01,2328397,LA
2024-07-01,2356138,LA
2024-10-01,2381869,LA
1998-01-01,224256,ME
1998-04-01,227216,ME
1998-07-01,231608,ME
1998-10-01,234912,ME
1999-01-01,244596,ME
1999-04-01,250240,ME
1999-07-01,248992,ME
1999-10-01,255700,ME
2000-01-01,257004,ME
2000-04-01,253944,ME
